id	gender	age	profession	sportiv	smoker	interestd in having a smoke shop	conservative or liberal	RT @ericamtucker: Here is my story... Thx @HIGH_TIMES_Mag!! 💖 @HERBworthy @SnoopDogg @JohnMayer @tommychong #thetuckerfight #legalizeit #ma…	Add your name to tell AG Jeff Sessions we won't let him drag us back to darkest days of the #WarOnDrugs #LegalizeIt https://t.co/Y6tfTzVO2r	Gov. Scott signs medical #marijuana plan #cannabis  https://t.co/Is3DBx8fue #medicalmarijuana #CBD… https://t.co/3GOHye7ABn	@PAHouseGOP Pennsylvania should declare itself independent of federal marijuana law  #legalizeit	Long lines in Nevada as recreational marijuana goes on salehttps://t.co/lDpDctJzqI#StonerMagazine #CNN #LasVegas… https://t.co/HJ9WoxuaR8	Public Consumption Gets Another Go in Alaska https://t.co/Tz3mnlafNv #legalizeit #sativa #cannabis https://t.co/Fkpyna6gdW	RT @RadioRiddler: Working on a special remix! #Reggae #PeterTosh #LegalizeIt	Here Are Five Ways #Marijuana Is Better For You Than Alcohol https://t.co/WDrUbLPvow #legalizeit #dope #mmj https://t.co/pJQ08ESHXN	what the trap going to do when weed becomes legal in every state? it will be a sad story, but shit it was good whil… https://t.co/SOxH8A7noW	#Cannabis around the world!  #legalizeit #marijuana #naturalhealth https://t.co/D8XYeWH03f
283	male	41	student (highschool)	false	true	true	true	0	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0
284	male	14	student (university)	false	false	false	false	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0
285	other	18	employee	false	false	true	false	1	1	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	1	0	0	1	0	1	0	0	1	1	1	0	1	1	1	0	0	0	0	1	0	1	1
286	other	85	other	false	true	true	true	0	1	1	0	0	1	1	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	1	0	1	0	1	1	1	1	0	1	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0
287	other	30	unemployed/seeking employment	false	false	true	false	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	1	1
288	female	31	unemployed/seeking employment	true	true	false	true	0	1	1	0	1	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0	1	1	1	1	1	1	1	1	0	0
289	male	67	employee	true	false	true	false	0	0	1	1	0	0	1	1	1	0	0	1	1	0	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	1	0	1	0	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	1	1	0	1	1	0	1	0
290	other	55	other	true	true	false	false	0	1	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	0	0	1	1	0	0	1	0	0	0	1	1	0	1	0	1	1
291	male	67	self-employed	false	true	false	false	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	0	0	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	0	1	0	0	0	0
292	male	74	other	false	false	false	false	1	0	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	1
293	other	54	unemployed/seeking employment	false	true	false	false	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	1	1	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1
294	male	16	other	false	true	false	true	1	1	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0
295	female	37	student (university)	true	true	true	true	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0
296	other	67	student (university)	true	true	true	false	0	0	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	0
297	male	3	student (highschool)	false	false	false	true	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0	0	1	1	1	0
298	other	36	student (university)	true	true	true	false	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	0	1	0	1	1	0	1	1	0	1	0	1	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0
299	male	11	self-employed	true	true	false	false	1	0	0	1	0	0	0	1	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	0	0	1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1
300	male	29	student (university)	false	true	true	true	1	0	0	0	1	1	0	0	1	0	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	1	1
301	male	43	student (university)	true	true	false	true	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0
302	other	57	student (university)	true	true	true	false	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1
303	male	66	student (highschool)	false	true	true	true	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	0	1
304	female	68	student (highschool)	false	true	false	false	1	1	0	0	1	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	1	1	0	1	0	1	0	1	1	0	0	1
305	female	26	unemployed/seeking employment	true	true	true	true	1	0	1	0	1	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	0	0	0	0	0	1	1
306	other	53	student (university)	false	false	false	false	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	1	0	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	0	0	0	0	0	1	0
307	female	57	unemployed/seeking employment	true	true	true	true	0	0	1	0	1	0	0	0	1	1	0	1	1	0	1	1	1	1	0	0	1	0	1	1	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	1
308	male	98	student (highschool)	true	false	false	false	1	0	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0
309	male	39	student (university)	true	true	false	false	1	0	0	1	0	1	1	1	1	0	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	1
310	male	76	self-employed	false	false	false	true	1	0	0	1	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0
311	other	81	student (highschool)	false	true	false	false	1	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	0	1	0	0	1	1	1
312	male	8	student (university)	true	true	false	false	0	1	0	1	1	1	0	1	1	1	0	1	1	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0
313	female	15	student (university)	false	false	false	true	0	1	0	1	1	0	1	0	1	0	0	0	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	1	1	1	0	0	1	1
314	female	31	student (university)	true	true	true	true	0	0	1	1	1	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0
315	male	29	unemployed/seeking employment	false	true	true	true	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0
316	female	40	student (highschool)	true	false	false	false	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	1
317	female	33	self-employed	false	false	true	true	1	1	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	1	0	1	0
318	other	13	student (university)	false	false	false	false	0	0	0	0	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	0	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	1	1	0	1
319	other	50	other	false	true	true	true	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	1	1	1	1	1
320	other	42	self-employed	true	true	false	false	0	1	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	1	1	0
321	other	98	self-employed	true	true	true	false	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	0	0	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	0	1	0	1	1	0	1	1	1	0	1	1	1	0	1
322	female	71	other	false	true	true	true	1	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1
323	female	12	unemployed/seeking employment	true	false	true	false	1	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1
324	other	61	employee	false	true	false	false	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1
325	female	93	unemployed/seeking employment	true	true	true	false	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	1	1	0	1	0	1	1	0	0	0	1	1	1	1	1	0	0	1	0	1	0	1	0
326	male	97	unemployed/seeking employment	false	true	true	true	1	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0
327	male	70	student (highschool)	false	true	false	false	0	1	0	1	0	0	0	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	1	1	0	0	0	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	1
328	male	26	self-employed	true	false	true	true	1	0	1	0	1	1	1	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	1	1	1	0	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	1	0	0	0	1
329	other	34	self-employed	true	false	true	false	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	1	1	1	0	0
330	other	42	unemployed/seeking employment	true	true	false	true	0	1	1	0	1	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	1	1	0	0
331	female	0	student (university)	true	false	true	true	0	0	1	1	1	1	1	1	0	0	0	1	0	0	1	1	0	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	1	1	1	1	0	1
332	female	4	student (university)	true	true	true	true	1	1	0	1	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	0	1	0	0	1	0	1	1	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	0
333	other	59	other	true	true	true	true	1	1	1	0	1	1	0	0	1	1	0	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	0	1	0	1	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	0	1	1	1	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1
334	other	94	self-employed	false	false	false	true	0	0	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1
335	other	23	student (university)	true	false	false	false	1	1	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	1	1
336	male	60	self-employed	false	false	true	false	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0	0	1
337	other	74	student (university)	true	false	false	false	0	0	1	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	1	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	1	0	0	0	1
338	female	98	student (highschool)	false	true	false	false	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0
339	female	43	student (highschool)	true	false	true	false	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	1
340	male	89	student (highschool)	true	true	false	false	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	0	1	0	1
341	male	59	other	false	true	false	true	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1
342	other	34	unemployed/seeking employment	false	true	false	true	0	1	1	0	1	1	1	0	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	0	0	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0
